State,District,Rainfall(Total),Rainfall Recharge,Groundwater Recharge (ham),Surface Water Irrigation ,Ground Water Irrigation ,Fresh Total Ground Water Avialable,Saline Ground Water Avialable,Year
ANDAMAN AND NICOBAR ISLANDS,N & M ANDAMAN,3015.7,16376.4,16528.3,0,0,14875.4,0,2024
ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2805.2,11344.6,11360.8,0,0,9911.13,313.56,2024
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,3015.7,10777.3,10797.7,0,0,9717.96,0,2024
ARUNACHAL PRADESH,ANJAW,0,0,0,0,0,0,0,2024
ARUNACHAL PRADESH,CHANGLANG,2222.9,19742.2,30107.5,10336.2,29.16,27096.8,0,2024
ARUNACHAL PRADESH,DIBANG VALLEY,0,0,0,0,0,0,0,2024
ARUNACHAL PRADESH,EAST KAMENG,2026.3,11144.7,17566,6383.14,32.47,15809.4,0,2024
ARUNACHAL PRADESH,EAST SIANG,4398.6,70296.7,80011.6,9924.6,40.16,71985,0,2024
ARUNACHAL PRADESH,KURUNG KUMEY,0,0,0,0,0,0,0,2024
ARUNACHAL PRADESH,LOHIT,2998.2,105537,121672,17398.2,15.32,109377,0,2024
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,3996.1,77315.6,79625.5,2235.73,74.13,71662.9,0,2024
ARUNACHAL PRADESH,LOWER SUBANSIRI,1444.4,2643.04,5009.69,2591.35,7.05,4485.54,0,2024
ARUNACHAL PRADESH,PAPUM PARE,3199.6,9018.4,10824,3283.09,5.96,9593.23,0,2024
ARUNACHAL PRADESH,TAWANG,0,0,0,0,0,0,0,2024
ARUNACHAL PRADESH,TIRAP,2907.3,6396.06,8668.97,2269.39,2.47,7802.07,0,2024
ARUNACHAL PRADESH,UPPER SIANG,0,0,0,0,0,0,0,2024
ARUNACHAL PRADESH,UPPER SUBANSIRI,1735.4,213.79,2699.78,2480.05,5.94,2429.81,0,2024
ARUNACHAL PRADESH,WEST KAMENG,2388.7,2596.03,3352.26,755.58,0.53,3017.04,0,2024
ARUNACHAL PRADESH,WEST SIANG,2891.9,5323.37,6199.6,874.08,1.65,5579.64,0,2024
ASSAM,BAKSA,3274.6,125545,137558,9554.57,970.78,1925301,0,2024
ASSAM,BARPETA,2051.5,79517.1,90152.4,379.76,10441.6,795575,0,2024
ASSAM,BONGAIGAON,3102.4,46133.4,50673.9,636.1,6462.26,589655,0,2024
ASSAM,CACHAR,3311.9,85892.4,55235.1,2833.97,0,433929,0,2024
ASSAM,CHIRANG,3218.7,91989.2,91412.4,350.16,414.54,1505508,0,2024
ASSAM,DARRANG,1951.2,47403.9,53985.7,103.42,1757.18,1293222,0,2024
ASSAM,DHEMAJI,2859.3,134480,103936,16.27,996.37,3749415,0,2024
ASSAM,DHUBRI,2752.8,87359.3,99176.6,784.05,8635,726390,0,2024
ASSAM,DIBRUGARH,2649.4,135484,132598,44.13,688.03,3982117,0,2024
ASSAM,DIMA HASAO,2791.8,62795.4,62878.1,,6.47,408040,0,2024
ASSAM,GOALPARA,2583.2,68066.1,60922.5,657.68,5165.73,1010741,0,2024
ASSAM,GOLAGHAT,1751.7,105069,106034,356.73,1095.98,919080,0,2024
ASSAM,HAILAKANDI,2838.3,27226.5,26388.3,59.55,0.34,171681,0,2024
ASSAM,JORHAT,2265.3,112381,76732.7,18839.8,2730.77,1987808,0,2024
ASSAM,KAMRUP,1896.2,81407.8,87873.4,11210.2,4190.52,1533211,0,2024
ASSAM,KAMRUP (M),1813.4,19754.9,16819.9,144.62,512.33,704982,0,2024
ASSAM,KARBI ANGLONG,1122.2,141427,130546,,207.23,1930951,0,2024
ASSAM,KARIMGANJ,3751,60369.4,42275.8,184.68,22.45,277552,0,2024
ASSAM,KOKRAJHAR,3102.4,161038,160531,949.33,3240.77,1519545,0,2024
ASSAM,LAKHIMPUR,3270.3,114775,85149.8,0,2238,530437,0,2024
ASSAM,MORIGAON,1884.8,41942.4,42341,2051.43,2066.6,1225931,0,2024
ASSAM,NAGAON,1884.8,115901,129096,15337.3,14300.3,1300749,0,2024
ASSAM,NALBARI,1896.2,30147.9,37595.9,,3436,621292,0,2024
ASSAM,SIBSAGAR,2412.4,101104,97133.4,19.45,1025.61,1260037,0,2024
ASSAM,SONITPUR,1978.7,169483,153172,2225.27,3422.4,6042706,0,2024
ASSAM,TINSUKIA,2322.6,134968,128858,1784.96,2283.52,1962705,0,2024
ASSAM,UDALGURI,1957.8,65519.9,53442.3,487.61,1482.45,1549837,0,2024
BIHAR,ARARIA,1632.2,79417.8,154531,26425.4,6691.86,141182,0,2024
BIHAR,ARWAL,874.4,10225,21129.9,4902.91,2398.19,19075.2,0,2024
BIHAR,AURANGABAD,974.9,48964.1,131132,36974.4,9039.58,118754,0,2024
BIHAR,BANKA,974.9,46328.4,72398.8,12417.4,6719.06,65462.9,0,2024
BIHAR,BEGUSARAI,1090.7,46970,56281.6,877.84,7177.92,50653.4,0,2024
BIHAR,BHAGALPUR,1207.9,63767.5,79788.7,3161.11,8588.62,72112.6,0,2024
BIHAR,BHOJPUR,1051.5,48491.5,89435.4,13682.3,10211.5,80491.8,0,2024
BIHAR,BUXAR,975.4,30170.2,64652.3,12199.7,6971.56,58367.2,0,2024
BIHAR,DARBHANGA,1123.6,60802.5,78109.8,1859.65,9214.74,70422.2,0,2024
BIHAR,EAST CHAMPARAN,1197.7,93756.7,193737,36837,18528.4,176663,0,2024
BIHAR,GAYA,1003.9,92900,134681,9674.53,15984.2,121605,0,2024
BIHAR,GOPALGANJ,1135.5,46768.3,105702,18181.7,15681.8,95682.7,0,2024
BIHAR,JAMUI,1107.3,34727.3,49872.8,2032.12,4203.02,45012.4,0,2024
BIHAR,JEHANABAD,936.6,17900.9,34597.1,3736.52,6965.86,31147.6,0,2024
BIHAR,KAIMUR,1126.3,47976,81825.2,16848.6,8627.71,74653.6,0,2024
BIHAR,KATIHAR,1342.7,86615.9,119703,5854.79,12362.8,109422,0,2024
BIHAR,KHAGARIA,1233.9,40716.6,47985.6,339.29,6080.24,44158.2,0,2024
BIHAR,KISHANGANJ,2090.6,62116.2,67996.8,440.95,4884.8,62664.8,0,2024
BIHAR,LAKHISARAI,1146.8,22975.5,43070.3,6484.33,3039.28,38763.3,0,2024
BIHAR,MADHEPURA,1392.7,42681.3,108652,28226.6,9985.14,98038.4,0,2024
BIHAR,MADHUBANI,1293.3,87218,143570,13320,12586.4,130737,0,2024
BIHAR,MUNGER,1146.8,27140.6,41904.8,8948.17,2977.92,37833.6,0,2024
BIHAR,MUZAFFARPUR,1154.5,78384.7,123462,10670.7,17875.1,111162,0,2024
BIHAR,NALANDA,1002.2,46692.8,68770.2,3034.4,11349.7,62276.4,0,2024
BIHAR,NAWADA,1041.8,48906.5,73094.1,5765.52,8837.4,65961.4,0,2024
BIHAR,PATNA,1074.8,76334.6,108716,6532.48,13474.9,98029.8,0,2024
BIHAR,PURNEA,1598.2,85381.3,169605,27579.8,15551.4,153922,0,2024
BIHAR,ROHTAS,949.1,68874.6,126082,25348.7,8066.43,114671,0,2024
BIHAR,SAHARSA,1692.9,46112.6,68751.3,5802.07,5871.82,63348.6,0,2024
BIHAR,SAMASTIPUR,1192.3,70777.4,88644.2,1417.28,13298.6,79958,0,2024
BIHAR,SARAN,1123.8,57544.2,111497,24677,9312.22,100796,0,2024
BIHAR,SHEIKHPURA,1008.4,13536.5,18704.2,1171.6,2518.6,16973.2,0,2024
BIHAR,SHEOHAR,1293.1,12587.1,18074.6,3149.28,2208.87,16443.4,0,2024
BIHAR,SITAMARHI,1293.1,61674.5,70842.5,1601.63,6240.58,65866.8,0,2024
BIHAR,SIWAN,1135.4,50020.5,106397,17574.6,13189.2,96578.7,0,2024
BIHAR,SUPAUL,1273.8,53869.6,111425,10438.3,8687.89,101448,0,2024
BIHAR,VAISHALI,1176.5,52522.6,80439.7,9305.58,10731.5,72896.5,0,2024
BIHAR,WEST CHAMPARAN,1472,97493.9,185349,32340.7,11325.3,168863,0,2024
CHANDIGARH,CHANDIGARH,1009.8,1417.72,5318.43,1528.84,119.15,4786.58,0,2024
CHHATTISGARH,BALOD,1122.9,16837.4,40537.5,8208.43,8681.73,85005.8,0,2024
CHHATTISGARH,BALODA BAZAR,1396.683,25446.2,68035.7,29868.8,7316.8,137046,0,2024
CHHATTISGARH,BALRAMPUR,1317,48109,53542.2,1014.99,3300.03,150836,0,2024
CHHATTISGARH,BASTAR,1362.6,24018.4,27585.4,99.87,1699.43,97749.9,0,2024
CHHATTISGARH,BEMETARA,1122.9,18517.7,47559.8,8872.33,13988.1,94897.2,0,2024
CHHATTISGARH,BIJAPUR,1528.1,50074.2,52298.9,7.37,1338.85,134615,0,2024
CHHATTISGARH,BILASPUR,1114.455,22511.8,51574.3,14128.6,8890.33,105340,0,2024
CHHATTISGARH,DANTEWADA,1327.9,24821.2,26944.7,2.18,1679.78,84007.6,0,2024
CHHATTISGARH,DHAMTARI,1385.3,21550,69236.9,23095.6,15427.3,108776,0,2024
CHHATTISGARH,DURG,1122.9,14602.1,43228.4,12191.7,9285.43,82247.4,0,2024
CHHATTISGARH,GARIABAND,1385.3,22506.7,37123.8,3230.22,6738.91,82636.6,0,2024
CHHATTISGARH,GOURELA-PENDRA-MARWAHI,1229.8,11505.2,14051.8,446.75,998.15,43248.4,0,2024
CHHATTISGARH,JANJGIR-CHAMPA,1386,12467.6,48623.2,29718.9,2937.43,84373.6,0,2024
CHHATTISGARH,JASHPUR,1482.74,29332.6,36683.4,535.29,4709.15,117520,0,2024
CHHATTISGARH,KABIRDHAM,1117,34088.9,73122.2,23379.3,12261.9,142352,0,2024
CHHATTISGARH,KANKER,1397.506,57175.7,71204.3,3317.34,9832.95,183682,0,2024
CHHATTISGARH,KHAIRAGARH-CHHUIKHADAN_GANDAI,1208.7,9196.4,19737.5,4220.54,4083.69,45246.8,0,2024
CHHATTISGARH,KONDAGAON,1362.4,33614.8,38999.4,386.17,4166.01,104731,0,2024
CHHATTISGARH,KORBA,1392,39601.6,49902.8,390.56,2771.7,126562,0,2024
CHHATTISGARH,KOREA,1317,9988.96,15215.7,2751.37,1163.66,27701.9,0,2024
CHHATTISGARH,MAHASAMUND,1406.242,47561.5,102936,30708.6,18284,177027,0,2024
CHHATTISGARH,MANENDRAGARH-CHIRMIRI_BHARATPUR,1317,46292.5,49937.9,1169.09,1527.14,108126,0,2024
CHHATTISGARH,MOHLA-MANPUR_AMBAGARHCHOWKI,1208.7,12467.7,16827.1,493.14,1911.5,44681,0,2024
CHHATTISGARH,MUNGELI,1351,9626.6,26845.6,8118.19,3329.94,54772.1,0,2024
CHHATTISGARH,NARAYANPUR,1404.1,26900.8,28046,308.88,402.39,94243.3,0,2024
CHHATTISGARH,RAIGARH,1466,36242.6,42629.6,1019.75,2761.16,110109,0,2024
CHHATTISGARH,RAIPUR,1376.335,19614.8,50838.5,17054.4,6587.68,100472,0,2024
CHHATTISGARH,RAJNANDGAON,1208.7,19690.8,39358.7,3762.57,8231.46,84190.3,0,2024
CHHATTISGARH,SAKTI,1386,9203.74,32962.5,17141.6,4415.41,58227.1,0,2024
CHHATTISGARH,SARANGARH-BILAIRAGH,1418.409,14485.2,24702.9,5391.65,2621.29,64973.2,0,2024
CHHATTISGARH,SUKMA,1403.847,44109.3,45924.8,19.46,756.61,145608,0,2024
CHHATTISGARH,SURAJPUR,1241.805,29341.6,40857.6,1234.65,8622.11,86541.2,0,2024
CHHATTISGARH,SURGUJA,1369.155,35392.4,43185.9,1151.05,5211.28,117738,0,2024
DADRA AND NAGAR HAVELI,DADRA NAGAR HAVELI,2265.7,5479.19,9820.05,2067.66,266.58,9095.78,0,2024
DAMAN AND DIU,DAMAN,2194.781,1875.7,2536.66,0,62.38,2409.83,0,2024
DAMAN AND DIU,DIU,848.237,143.1,186.82,0,12.24,177.48,0,2024
DELHI,CENTRAL,652,460.87,2566.99,0,68.85,2310.29,0,2024
DELHI,EAST,652,146.75,1668.32,0,33.02,1501.49,0,2024
DELHI,NAZUL LAND,652,390.52,571.42,0,64.02,514.28,0,2024
DELHI,NEW DELHI,652,1118.79,3028.98,0,190.1,2726.07,0,2024
DELHI,NORTH,652,2299.99,4724.52,0,136.55,4252.06,0,2024
DELHI,NORTH EAST,652,183.97,1813.6,0,42.88,1632.23,0,2024
DELHI,NORTH WEST,652,1296.47,3873.46,0,141.41,3486.13,0,2024
DELHI,SHAHDARA,652,148.83,1650.6,0,94.07,1485.55,0,2024
DELHI,SOUTH,652,1183.91,4527.25,0,197.28,4074.53,0,2024
DELHI,SOUTH EAST,652,648.45,2664.13,0,60.55,2397.71,0,2024
DELHI,SOUTH WEST,652,2920.04,7379.79,0,1102.01,6641.81,0,2024
DELHI,WEST,652,1248.18,3835.35,0,203.33,3535,0,2024
GOA,GOA NORTH,3354.448,14592.8,16495.4,715.67,371.88,13196.4,0,2024
GOA,SOUTH GOA,3355.935,19703.6,21631.2,500.05,213.31,17305,0,2024
GUJARAT,AHMEDABAD,700.6613,101739,570275,10753.6,12914.9,42258.3,472109.66,2024
GUJARAT,AMRELI,735.3287,135017,154119,1619.81,13229.6,144665,1748.42,2024
GUJARAT,ANAND,859.2947,48625.6,136184,26138.5,7742.33,110795,15518.21,2024
GUJARAT,ARVALLI,900.7735,80035.8,90978,1671.97,7162.82,86429.1,0,2024
GUJARAT,BANASKANTHA,686.125,149817,195471,87.98,17991.2,118910,57014.14,2024
GUJARAT,BHARUCH,805.1483,66522.4,96450.9,9495.13,4710.73,63557.7,24637.27,2024
GUJARAT,BHAVNAGAR,690.7422,103295,126364,6777.04,10239.4,106254,13772.22,2024
GUJARAT,BOTAD,713.7113,44688,52266.3,312.7,4882.26,43035.5,6615.71,2024
GUJARAT,CHHOTA UDEPUR,1118.576,42927.4,63315.4,1931.32,5965.3,56983.9,0,2024
GUJARAT,DAHOD,724.1545,19313.4,37440.8,3947.95,3122.56,34036.9,0,2024
GUJARAT,DANG,2388.386,32397.7,34657.1,7.65,949.42,31191.3,0,2024
GUJARAT,DEVBHUMI DWARKA,919.2956,42727.2,51178.5,195.52,5996.56,43593.3,5026.28,2024
GUJARAT,GANDHINAGAR,794.8287,45095.2,65081.6,136.5,6477.68,57791.1,1603.13,2024
GUJARAT,GIR SOMNATH,1107.9,70962.1,81003.7,223.95,7545.11,70296.5,4291.02,2024
GUJARAT,JAMNAGAR,808.29,121138,143069,3592.1,12643.5,130651,5255.16,2024
GUJARAT,JUNAGADH,1181.572,152905,169229,150.6,13405.5,150808,9953.88,2024
GUJARAT,KACHCHH,560.3504,162955,212606,6271.55,17173.7,89915.9,103040.13,2024
GUJARAT,KHEDA,859.304,54077.4,97586.5,14272.2,7791.49,79362.1,9934.34,2024
GUJARAT,MAHESANA,760.2099,75832,288609,5605.38,21070.3,74550.7,185619.71,2024
GUJARAT,MAHISAGAR,751.5878,17689.1,34133.2,4364.75,4022.56,30719.9,0,2024
GUJARAT,MORBI,626.0318,55276.5,88111,19025.3,10567.9,67620.3,14429.58,2024
GUJARAT,NARMADA,1122.704,27823.6,41651.9,1966.01,5549.34,38657.4,0,2024
GUJARAT,NAVSARI,1894.641,61639,83393.2,12162.3,5818.52,77165.4,97.06,2024
GUJARAT,PANCHMAHAL,912.0973,20535.5,58192,5446.82,3594.32,54298.1,0,2024
GUJARAT,PATAN,627.4701,81100.1,114556,526.74,7579.83,37610.3,66193.13,2024
GUJARAT,PORBANDAR,843.6287,32799.2,38392.3,0,4683.45,21446.5,14194.34,2024
GUJARAT,RAJKOT,809.3926,139884,177922,2218.7,24252.4,169025,0,2024
GUJARAT,RANA AND KUTCH,0,,0,,,0,0,2024
GUJARAT,SABARKANTHA,919.2909,57339.5,85146.2,4574.96,9318.55,76631.5,0,2024
GUJARAT,SURAT,1551.188,105706,156016,28712,10520.5,134748,8986.3,2024
GUJARAT,SURENDRANAGAR,606.8768,104491,236417,7886.83,11660.6,75679.8,141754.52,2024
GUJARAT,TAPI,1484.274,54150.3,77214.8,11567.5,7307.61,71235.3,0,2024
GUJARAT,VADODARA,897.5771,62890.8,128112,13758.6,16437.9,101350,18694.57,2024
GUJARAT,VALSAD,2487.498,56360.7,77119.1,12526.1,4435.07,69397.1,10.05,2024
HARYANA,AMBALA,1065.562,27696.2,43047.9,2383.65,11271,38743.1,0,2024
HARYANA,BHIWANI,346.87,17417,43427.7,9006.06,13289.8,39084.9,0,2024
HARYANA,CHARKHI DADRI,425.2986,9656.58,19140.2,1732.98,7303.34,17419.1,0,2024
HARYANA,FARIDABAD,601.5438,7347.78,14952.4,1875.19,4600.78,13642.4,0,2024
HARYANA,FATEHABAD,297.585,15079.3,65804.3,8987.01,33835.6,59223.8,0,2024
HARYANA,GURGAON,559.4904,12773.8,25101.6,2640.35,6866.86,22591.4,0,2024
HARYANA,HISAR,475.5714,36241.5,71752.1,15181.7,14959.8,66085.7,0,2024
HARYANA,JHAJJAR,464.1504,17007.2,49763.7,20402.5,6978.26,45688.4,0,2024
HARYANA,JIND,395.7532,19507.9,75827.1,22216.3,24376.9,68244.4,0,2024
HARYANA,KAITHAL,483.55,18591.3,46490.4,2368.03,24833.9,41841.4,0,2024
HARYANA,KARNAL,649.3475,32751.9,117707,1380.42,62301.4,105936,0,2024
HARYANA,KURUKSHETRA,624.24,19521.2,41823.7,360.94,21478.6,37850.7,0,2024
HARYANA,MAHENDRAGARH,332.9153,10182.9,22007.1,3830.09,7028.19,19806.4,0,2024
HARYANA,MEWAT,434.976,9519.43,19276.6,1754.39,3326.33,17417.1,0,2024
HARYANA,PALWAL,441.5912,10651.5,44225.6,9102.11,10703.5,40387.4,0,2024
HARYANA,PANCHKULA,1379,12272.9,14581.7,0,2257.89,13446,0,2024
HARYANA,PANIPAT,478.9109,12876.3,52622.5,2111.44,34965.8,47360.3,0,2024
HARYANA,REWARI,541.91,13429.6,28813.1,5326.38,9179.88,26482.7,0,2024
HARYANA,ROHTAK,445.5913,15523,36559,10456,4901.51,32903.1,0,2024
HARYANA,SIRSA,283.6554,22113.6,66585.3,11625.3,29898.5,60874.5,0,2024
HARYANA,SONIPAT,451.8356,19255.5,69092.5,23486.8,18064.6,62183.3,0,2024
HARYANA,YAMUNA NAGAR,901,24866.3,58778.3,2150.07,19768.5,52900.5,0,2024
HIMACHAL PRADESH,BALH VALLEY,1506.9,2393.96,2722.7,229.13,99.61,2450.43,0,2024
HIMACHAL PRADESH,CHAUNTRA VALLEY,1506.9,1379.11,5225.72,3846.61,0,4703.14,0,2024
HIMACHAL PRADESH,DHARAMSHALA PALAMPUR VALLEY,2019.8,13323.1,13693.7,370.6,0,12324.4,0,2024
HIMACHAL PRADESH,HUM VALLEY,1110.7,566.9,743.54,80.08,75.61,669.18,0,2024
HIMACHAL PRADESH,KALA AMB VALLEY,1618.3,1904.33,1928.3,0,23.97,1831.89,0,2024
HIMACHAL PRADESH,NALAGARH VALLEY,1366.2,7467.1,16132.4,929.21,864.78,14519.2,0,2024
HIMACHAL PRADESH,NURPUR & INDAURA vALLEY,2019.8,24207.8,41899.3,15616.1,2074.2,37709.3,0,2024
HIMACHAL PRADESH,POANTA VALLEY,1618.3,8433.17,8658.53,0,225.36,7792.68,0,2024
HIMACHAL PRADESH,UNA VALLEY BEAS CATCHMENT,1110.7,1018.11,1065.52,0,47.41,958.97,0,2024
HIMACHAL PRADESH,UNA VALLEY SUTLEJ CATCHMENT,1110.7,13207.3,19759.9,1238.85,2704.34,17783.9,0,2024
JAMMU AND KASHMIR,Anantnag,967.4,10298.6,11095.4,796.78,0,129111,0,2024
JAMMU AND KASHMIR,Bandipora,774.1,4641.02,4743.37,102.35,0,91653.3,0,2024
JAMMU AND KASHMIR,Baramulla,920.9,9278.88,10927.7,1648.8,0,155897,0,2024
JAMMU AND KASHMIR,Barmulla,0,0,0,0,0,0,0,2024
JAMMU AND KASHMIR,Budgam,717.1,3681.34,5269.08,1587.74,0,80157.9,0,2024
JAMMU AND KASHMIR,Doda,1268.7,217.71,1039.93,822.22,0,935.94,0,2024
JAMMU AND KASHMIR,Ganderbal,914.4,659.65,1078.69,272.16,0,16504.7,0,2024
JAMMU AND KASHMIR,Jammu,1361.2,39002,45675.7,3856.38,0,1213041,0,2024
JAMMU AND KASHMIR,Kathua,1871.7,29961.6,34021.9,4060.26,0,717022,0,2024
JAMMU AND KASHMIR,Kishtwar,1268.7,753.45,1320.95,567.5,0,3618.36,0,2024
JAMMU AND KASHMIR,Kulgam,1228.1,5365.68,6791.33,1425.65,0,55990.9,0,2024
JAMMU AND KASHMIR,Kupwara,0,0,0,0,0,0,0,2024
JAMMU AND KASHMIR,Kupwarar,1057.1,3666.05,6207.2,2541.15,0,46500,0,2024
JAMMU AND KASHMIR,Mirpur,0,0,0,0,0,0,0,2024
JAMMU AND KASHMIR,Muzaffarabad,0,0,0,0,0,0,0,2024
JAMMU AND KASHMIR,Poonch,1337,1910.15,5136.51,3226.36,0,33084,0,2024
JAMMU AND KASHMIR,Pulwama,578.7,3949.72,5789.82,1840.1,0,91509.6,0,2024
JAMMU AND KASHMIR,Rajouri,1188.4,14681.3,17791.7,3110.43,0,232737,0,2024
JAMMU AND KASHMIR,Ramban,1468.4,401.47,739.87,338.4,0,2105.9,0,2024
JAMMU AND KASHMIR,Reasi,2189,10546.4,24280.3,13733.9,0,84988.5,0,2024
JAMMU AND KASHMIR,Samba,1043.5,14706.7,17195,2488.32,0,625313,0,2024
JAMMU AND KASHMIR,Shopian,806.9,3973.99,5275.75,1301.76,0,66918.9,0,2024
JAMMU AND KASHMIR,Srinagar,815.7,12561.8,13653.5,157.63,14.3,127683,0,2024
JAMMU AND KASHMIR,Srinagar Hilly Area,0,0,0,0,0,0,0,2024
JAMMU AND KASHMIR,Udhampur,1632.2,9368.41,12207.1,2804.53,0,146145,0,2024
JHARKHAND,BOKARO,1208.836,17861.4,20520.2,826.49,699.77,140156,0,2024
JHARKHAND,CHATRA,1148.25,20293.2,25493.7,1932.17,1955.62,174841,0,2024
JHARKHAND,DEOGHAR,1309.023,14054.6,16960.6,854.64,1666.49,103782,0,2024
JHARKHAND,DHANBAD,1388.327,20319.9,28048.8,457.08,847.28,115713,0,2024
JHARKHAND,DUMKA,1422.651,25429.4,29902.7,2682.75,1122.95,166361,0,2024
JHARKHAND,EAST SINGHBHUM,1438.363,25822.6,28642.3,460.39,545.35,174461,0,2024
JHARKHAND,GARHWA,1088.73,22550.7,27467.5,1542.72,2168.87,165620,0,2024
JHARKHAND,GIRIDIH,1241.592,32606.5,38361.8,2620.75,2190.46,237180,0,2024
JHARKHAND,GODDA,1180.23,20071.3,22860.9,1698.39,559.58,100633,0,2024
JHARKHAND,GUMLA,1369.148,33878.7,35584.7,533.81,1101.53,256119,0,2024
JHARKHAND,HAZARIBAGH,1338.257,31340.6,35939.9,1195.04,2377.67,200041,0,2024
JHARKHAND,JAMTARA,1443.8,7951.54,10267.6,1379.61,661.27,57088.6,0,2024
JHARKHAND,KHUNTI,1409.238,13179.6,14577.1,178.75,698.29,102773,0,2024
JHARKHAND,KODERMA,1129.6,6308.5,7328.06,165.06,794.12,53490.1,0,2024
JHARKHAND,LATEHAR,1279.459,20216.9,24630.2,1689.47,1497.97,132500,0,2024
JHARKHAND,LOHARDAGA,1238.588,16544.9,17640.5,176.92,539.02,105837,0,2024
JHARKHAND,PAKUR,1660.183,24776.1,27110.3,1400.65,571.7,88620.7,0,2024
JHARKHAND,PALAMAU,1023.894,24209.1,33270.8,6220.42,1775.64,193683,0,2024
JHARKHAND,RAMGARH,1307.765,10234.3,12775.5,165.39,431.92,66287.7,0,2024
JHARKHAND,RANCHI,1314.062,33828,39705.3,687.95,2561.46,223170,0,2024
JHARKHAND,SAHEBGANJ,1564.246,26121.5,30432.7,3148.38,640.05,196286,0,2024
JHARKHAND,SARAIKELA KHARSAWAN,1322.673,16837.5,18154.2,745.16,318.85,153925,0,2024
JHARKHAND,SIMDEGA,1547.738,26787.3,27983.4,137.85,477.49,179644,0,2024
JHARKHAND,WEST SINGHBHUM,1329.252,46338.4,48790,1046.4,567.16,320741,0,2024
KARNATAKA,Bagalkot,661.1481,22389.5,68522.5,31818,11307.6,61670.3,0,2024
KARNATAKA,Ballari,628.6902,16408.3,72840.4,45871.3,4281.39,65556.3,0,2024
KARNATAKA,Belagavi,845.0106,61586.5,118826,32548.4,17684.6,107485,0,2024
KARNATAKA,Bengaluru (Rural),849.7455,13645.5,18678.6,0,1295.85,16810.7,0,2024
KARNATAKA,Bengaluru (Urban),889.0651,13365.2,34265.4,0,371.93,30838.8,0,2024
KARNATAKA,Bengaluru South,886.315,16998.8,54568.9,7326.77,10156.4,49112,0,2024
KARNATAKA,Bidar,850.2268,31001.8,37974.5,1881.69,4028.4,34195.2,0,2024
KARNATAKA,Chamarajanagara,1105.271,24420.3,39715,6116.8,6782.67,36078.7,0,2024
KARNATAKA,Chikkaballapura,919.2245,22988.8,34170.9,0,4030.39,30753.8,0,2024
KARNATAKA,Chikkamagaluru,1244.697,30597.5,67773,13522.3,8918.84,61354.8,0,2024
KARNATAKA,Chitradurga,569.3475,30581.8,43540.7,1583.64,5295.35,39321.4,0,2024
KARNATAKA,Dakshina Kannada,4031.798,63852.7,73327.9,168.52,6907.98,65995.1,0,2024
KARNATAKA,Davanagere,732.566,18501.8,63708,33692.6,5090.05,57795,0,2024
KARNATAKA,Dharwad,770.6776,19663.7,33068.7,8159.57,3417.42,29761.9,0,2024
KARNATAKA,Gadag,710.9034,17807.8,35499.8,10554.5,3224.12,32552.5,0,2024
KARNATAKA,Hassan,933.4237,32873.1,87380,29024.6,14365.8,79141.3,0,2024
KARNATAKA,Haveri,823.7201,25019.2,63312.7,30799.8,3276.41,56981.4,0,2024
KARNATAKA,Kalburgi,837.5753,57877,74896.4,3602.54,7786.6,67425.4,0,2024
KARNATAKA,Kodagu,2215.343,18746.4,23528.4,1973.61,1575.78,21292.9,0,2024
KARNATAKA,Kolara,822.0214,21358.8,36703.1,0,4309.97,33032.8,0,2024
KARNATAKA,Koppal,627.3684,19785.5,66271,36695.5,8004.86,59856.2,0,2024
KARNATAKA,Mandya,733.2387,21364.1,69663.3,32200.5,9829.91,63131.2,0,2024
KARNATAKA,Mysuru,811.497,31007.1,73198.9,27325.2,6649.97,66020.4,0,2024
KARNATAKA,Raichur,580.4605,35472.8,86504.5,34801.9,7643.24,78483.5,0,2024
KARNATAKA,Shivamogga,1916.374,63161.9,108236,30970.8,10465.6,98115.1,0,2024
KARNATAKA,Tumakuru,745.35,53468.2,84999.8,10705.1,13725.6,76499.8,0,2024
KARNATAKA,Udupi,4419.645,44022,54766.6,0,4567.55,49289.9,0,2024
KARNATAKA,Uttara Kannada,2600.682,82234.1,92724,0,6684.08,83772.1,0,2024
KARNATAKA,Vijayanagara,649.7528,22411.4,43385,12096.1,7040.6,39803.7,0,2024
KARNATAKA,Vijayapura,612.6783,68756.7,105434,24597.9,6917.53,95306.7,0,2024
KARNATAKA,Yadgir,837.3739,23253.1,59974.7,23648.5,3400.31,53977.3,0,2024
KERALA,ALAPPUZHA,2688.5,31968.5,38972,5970.9,883.47,35712.6,0,2024
KERALA,ERNAKULAM,3146.2,35298.9,41123.2,3420.83,2179.56,37094.2,0,2024
KERALA,IDUKKI,2921.577,13922.6,22784.4,7298.39,1527.92,20506,0,2024
KERALA,KANNUR,3277,35220.7,39521.2,1366.22,2410.38,35569.1,0,2024
KERALA,KASARGOD,3453,25685,34104.9,2239.4,4117.8,30694.4,0,2024
KERALA,KOLLAM,2361,28597.3,32320.9,1090.74,1438.47,29175.8,0,2024
KERALA,KOTTAYAM,2925.577,33611.5,40052.5,4836.33,1400.69,36415.1,0,2024
