State,District,Rainfall(Total),Rainfall Recharge,Groundwater Recharge (ham),Surface Water Irrigation ,Ground Water Irrigation ,Fresh Total Ground Water Avialable,Saline Ground Water Avialable,Year
DELHI,NORTH,600.88,2029.01,14.59,0,136.55,4006.51,0,2023
DELHI,NORTH EAST,494,148.03,2.4,0,42.88,1598.07,0,2023
DELHI,NORTH WEST,600.88,1240.1,0.8,0,141.41,3432.98,0,2023
DELHI,SHAHDARA,494,114.94,1.86,0,94.07,1452.89,0,2023
DELHI,SOUTH,698.96,1171.34,26.15,0,197.28,4061.26,0,2023
DELHI,SOUTH EAST,698.96,678.51,3.07,0,60.55,2422.02,0,2023
DELHI,SOUTH WEST,641.95,2986.65,25.58,0,1102.01,6699.33,0,2023
DELHI,WEST,634.34,1404.45,6.22,0,203.33,3587.77,0,2023
GOA,GOA NORTH,3354.448,14674.1,36.76,715.67,371.88,13261.4,0,2023
GOA,SOUTH GOA,3355.935,19991.5,166.9,500.05,213.31,17535.3,0,2023
GUJARAT,AHMEDABAD,700.6613,99528,408.72,10753.6,12185.9,42252.3,469436.52,2023
GUJARAT,AMRELI,735.3287,133526,376.27,1619.81,12535.7,142638,1698.32,2023
GUJARAT,ANAND,859.2947,47487.8,662.95,26138.5,7660.67,108873,15729.2,2023
GUJARAT,ARVALLI,900.7735,81761.6,252.71,1671.97,7073.24,87983.5,0,2023
GUJARAT,BANASKANTHA,686.125,146162,525.68,87.98,17755.5,118160,54262.59,2023
GUJARAT,BHARUCH,805.1483,66747.4,778.4,9495.13,4875.58,63848.5,25178.72,2023
GUJARAT,BHAVNAGAR,690.7422,105511,507.73,6777.04,9892.87,108136,13667.6,2023
GUJARAT,BOTAD,713.7113,43086.1,42.23,312.7,4687.6,41548.5,6396,2023
GUJARAT,CHHOTA UDEPUR,1118.576,42927.4,316.23,1931.32,5646.45,56696.9,0,2023
GUJARAT,DAHOD,724.1545,19357.6,225.09,3947.95,2869.53,33846,0,2023
GUJARAT,DANG,2388.386,35324.5,98.28,7.65,1114.06,33973.6,0,2023
GUJARAT,DEVBHUMI DWARKA,919.2956,41132.3,221.94,195.52,5534.41,41797.9,4867.51,2023
GUJARAT,GANDHINAGAR,794.8287,45828.3,368.47,136.5,7400.16,59459.8,1603.13,2023
GUJARAT,GIR SOMNATH,1107.9,71838.9,376.97,223.95,7308.76,70827,4376.79,2023
GUJARAT,JAMNAGAR,808.29,127664,257.94,3592.1,12084.3,136228,5346.17,2023
GUJARAT,JUNAGADH,1181.572,155169,249.03,150.6,13002.8,152503,10026.41,2023
GUJARAT,KACHCHH,560.3504,163534,601.54,6271.55,16383.8,91050,101570.46,2023
GUJARAT,KHEDA,859.304,55427.6,699.1,14272.2,7189.4,79371.4,10091.46,2023
GUJARAT,MAHESANA,760.2099,75432.9,477.28,5605.38,19658.5,73897.3,184221.2,2023
GUJARAT,MAHISAGAR,751.5878,17689.1,423.83,4364.75,3893.89,30604.1,0,2023
GUJARAT,MORBI,626.0318,53188.1,396.82,19025.3,10168.6,66234,13924.61,2023
GUJARAT,NARMADA,1122.704,28186.6,64.7,1966.01,5214.38,38693.1,0,2023
GUJARAT,NAVSARI,1894.641,59194.4,216.99,12162.3,5329.54,74959.8,97.06,2023
GUJARAT,PANCHMAHAL,912.0973,20567.9,225.28,5446.82,3109.92,53877.9,0,2023
GUJARAT,PATAN,627.4701,79190.5,233.87,526.74,6770.68,36035.1,66693.48,2023
GUJARAT,PORBANDAR,843.6287,32466.4,65.19,0,4601.97,21206.2,14047.33,2023
GUJARAT,RAJKOT,809.3926,135167,435.39,2218.7,23473.5,163804,0,2023
GUJARAT,RANA AND KUTCH,0,,,,,,,2023
GUJARAT,SABARKANTHA,919.2909,57339.5,385.78,4574.96,8792.32,76158,0,2023
GUJARAT,SURAT,1551.188,107341,443.39,28712,9853.19,134469,9461.84,2023
GUJARAT,SURENDRANAGAR,606.8768,105844,136.12,7886.83,10866.4,76058.4,141912.89,2023
GUJARAT,TAPI,1484.274,56384.5,165.51,11567.5,6372.25,70815.2,0,2023
GUJARAT,VADODARA,897.5771,64529.4,828.72,13758.6,16763.2,102633,18694.57,2023
GUJARAT,VALSAD,2487.498,56360.7,193.91,12526.1,4228.83,69211.5,10.05,2023
HARYANA,AMBALA,1065.562,28502.9,235.59,2383.65,11218,39386.5,0,2023
HARYANA,BHIWANI,346.87,18254,190.91,8578.98,13108.9,39792,0,2023
HARYANA,CHARKHI DADRI,648.982,15326.1,267.94,1732.98,7303.34,22328.7,0,2023
HARYANA,FARIDABAD,601.5438,6807.56,73.83,1870.84,4550.59,13094.6,0,2023
HARYANA,FATEHABAD,291.4066,14633.5,333.54,8987.01,33261.5,58305.8,0,2023
HARYANA,GURGAON,559.4904,13012.3,197.59,0,6661.34,20333.4,0,2023
HARYANA,HISAR,365.8653,25601.9,1129.26,15181.7,15708.8,56893.6,0,2023
HARYANA,JHAJJAR,424.6801,16467,846.33,19235.5,6992.56,44429.8,0,2023
HARYANA,JIND,529.7246,26892.9,854.24,22216.3,27022,78270.6,0,2023
HARYANA,KAITHAL,483.55,19354.1,520.25,2622.82,24340.7,42302.2,0,2023
HARYANA,KARNAL,654.3966,32918.8,484.36,1333.93,62301.4,105847,0,2023
HARYANA,KURUKSHETRA,624.24,18880.1,395.43,306.41,21340.6,37088.6,0,2023
HARYANA,MAHENDRAGARH,332.9153,10568.5,224.02,3830.09,7036.42,20160.8,0,2023
HARYANA,MEWAT,434.976,9155.3,1500.19,1245.07,3325.07,16544.9,0,2023
HARYANA,PALWAL,441.5912,10903.7,494.61,7904.07,10685.2,39240.6,0,2023
HARYANA,PANCHKULA,1379,12231.1,73.79,0,2264.8,13433.5,0,2023
HARYANA,PANIPAT,481.9269,12902.7,290.99,1692.03,34558.5,46265.1,0,2023
HARYANA,REWARI,541.91,13582.8,283.53,5326.38,9179.88,26401.6,0,2023
HARYANA,ROHTAK,442.2125,14639.5,516.28,10257.8,5008.81,32016.3,0,2023
HARYANA,SIRSA,283.6554,21080.2,529.55,10862.1,26842.8,56574.6,0,2023
HARYANA,SONIPAT,650.3902,26114.4,680.72,24174,20580.2,72508.9,0,2023
HARYANA,YAMUNA NAGAR,901,25822.6,196.18,2150.07,20096.6,54638,0,2023
HIMACHAL PRADESH,BALH VALLEY,1506.9,2393.96,,229.13,87.97,2439.95,0,2023
HIMACHAL PRADESH,CHAUNTRA VALLEY,1506.9,1379.11,,3846.61,0,4703.14,0,2023
HIMACHAL PRADESH,DHARAMSHALA PALAMPUR VALLEY,2019.8,13323.1,0,370.6,0,12324.4,0,2023
HIMACHAL PRADESH,HUM VALLEY,1110.7,566.9,20.95,80.08,75.61,669.18,0,2023
HIMACHAL PRADESH,KALA AMB VALLEY,1618.3,1700.36,0,0,23.85,1638,0,2023
HIMACHAL PRADESH,NALAGARH VALLEY,1366.2,7476.12,24.43,929.21,839.59,15234.4,0,2023
HIMACHAL PRADESH,NURPUR & INDAURA vALLEY,2019.8,24207.8,1.17,15616.1,1872.79,37528.1,0,2023
HIMACHAL PRADESH,POANTA VALLEY,1618.3,8433.17,,0,199.85,7769.72,0,2023
HIMACHAL PRADESH,UNA VALLEY BEAS CATCHMENT,1110.7,1018.11,,0,38.41,950.87,0,2023
HIMACHAL PRADESH,UNA VALLEY SUTLEJ CATCHMENT,1110.7,13207.3,41.99,1238.85,2699.59,17779.6,0,2023
JAMMU AND KASHMIR,Anantnag,1235.1,13148.4,,796.78,0,12550.7,0,2023
JAMMU AND KASHMIR,Bandipora,1069.1,6385.66,,102.55,0,5839.38,0,2023
JAMMU AND KASHMIR,Baramulla,1535,15508.9,,1648.8,0,15441.9,0,2023
JAMMU AND KASHMIR,Barmulla,0,0,,0,0,0,0,2023
JAMMU AND KASHMIR,Budgam,721.8,3689.03,,1587.74,0,4765.08,0,2023
JAMMU AND KASHMIR,Doda,1262.8,216.69,,822.22,0,935.02,0,2023
JAMMU AND KASHMIR,Ganderbal,721.8,520.71,146.88,272.16,0,845.77,0,2023
JAMMU AND KASHMIR,Jammu,1338.9,40061.9,25.78,3856.38,0,42062,0,2023
JAMMU AND KASHMIR,Kathua,1338.9,20441.5,,4060.26,0,22406.7,0,2023
JAMMU AND KASHMIR,Kishtwar,1262.8,749.94,,567.5,0,1185.69,0,2023
JAMMU AND KASHMIR,Kulgam,1235.1,5396.27,,1415.54,0,6130.63,0,2023
JAMMU AND KASHMIR,Kupwara,0,0,,0,0,0,0,2023
JAMMU AND KASHMIR,Kupwarar,1069.1,3707.69,,2541.15,0,5623.96,0,2023
JAMMU AND KASHMIR,Mirpur,0,0,,0,0,0,0,2023
JAMMU AND KASHMIR,Muzaffarabad,0,0,,0,0,0,0,2023
JAMMU AND KASHMIR,Poonch,1350.1,1928.86,,3226.36,0,4639.69,0,2023
JAMMU AND KASHMIR,Pulwama,721.8,4888,,1840.1,0,6055.28,0,2023
JAMMU AND KASHMIR,Rajouri,2198.8,25625,,3110.43,0,26025.3,0,2023
JAMMU AND KASHMIR,Ramban,1350.1,369.12,,338.4,0,636.77,0,2023
JAMMU AND KASHMIR,Reasi,2198.8,10561.9,,13733.9,0,21866.3,0,2023
JAMMU AND KASHMIR,Samba,1338.9,19433.5,,2488.32,0,19784.8,0,2023
JAMMU AND KASHMIR,Shopian,1235.1,6082.91,,1301.76,0,6646.22,0,2023
JAMMU AND KASHMIR,Srinagar,721.8,11115.7,919.8,157.63,14.3,135202,0,2023
JAMMU AND KASHMIR,Srinagar Hilly Area,0,0,,0,0,0,0,2023
JAMMU AND KASHMIR,Udhampur,2198.8,14646.2,34.13,2804.53,0,15902.1,0,2023
JHARKHAND,BOKARO,1208.836,18446.3,330.62,826.49,693.98,140733,0,2023
JHARKHAND,CHATRA,1148.25,22138.8,61.93,1932.17,1869.05,172038,0,2023
JHARKHAND,DEOGHAR,1309.023,14293.3,367.74,854.64,1663.99,103563,0,2023
JHARKHAND,DHANBAD,1388.327,20511.2,585.11,457.08,843.59,115064,0,2023
JHARKHAND,DUMKA,1422.651,23956.4,663.65,2682.75,1125.16,157790,0,2023
JHARKHAND,EAST SINGHBHUM,1438.363,25280.1,242.66,460.39,545.35,163407,0,2023
JHARKHAND,GARHWA,1088.73,25247,970.25,1542.72,2228.42,158060,0,2023
JHARKHAND,GIRIDIH,1241.592,37672.2,583.16,2620.75,2255.72,225284,0,2023
JHARKHAND,GODDA,1180.23,20062.7,435.58,1698.39,559.58,96176.9,0,2023
